Entity,Code,Year,Annual CO2 emissions (per capita)
Germany,DEU,1949,6.0961905
Germany,DEU,1950,7.311354
Germany,DEU,1951,8.266675
Germany,DEU,1952,8.749926
Germany,DEU,1953,8.915293
Germany,DEU,1954,9.410676
Germany,DEU,1955,10.286589
Germany,DEU,1956,10.850425
Germany,DEU,1957,10.942861
Germany,DEU,1958,10.550005
Germany,DEU,1959,10.462024
Germany,DEU,1960,11.178848
Germany,DEU,1961,11.37754
Germany,DEU,1962,11.935194
Germany,DEU,1963,12.657607
Germany,DEU,1964,12.865128
Germany,DEU,1965,12.638417
Germany,DEU,1966,12.418865
Germany,DEU,1967,12.163438
Germany,DEU,1968,12.73635
Germany,DEU,1969,13.496876
Germany,DEU,1970,13.119635
Germany,DEU,1971,13.239202
Germany,DEU,1972,13.230208
Germany,DEU,1973,13.749271
Germany,DEU,1974,13.452803
Germany,DEU,1975,12.737271
Germany,DEU,1976,13.920084
Germany,DEU,1977,13.462953
Germany,DEU,1978,13.814602
Germany,DEU,1979,14.304777
Germany,DEU,1980,14.046617
Germany,DEU,1981,13.365831
Germany,DEU,1982,12.956836
Germany,DEU,1983,12.932133
Germany,DEU,1984,13.247031
Germany,DEU,1985,13.409607
Germany,DEU,1986,13.442258
Germany,DEU,1987,13.22588
Germany,DEU,1988,13.127654
Germany,DEU,1989,12.768382
Germany,DEU,1990,13.233256
Germany,DEU,1991,12.663626
Germany,DEU,1992,11.978323
Germany,DEU,1993,11.773518
Germany,DEU,1994,11.534621
Germany,DEU,1995,11.459825
Germany,DEU,1996,11.666093
Germany,DEU,1997,11.306132
Germany,DEU,1998,11.26054
Germany,DEU,1999,10.9630375
Germany,DEU,2000,10.990293
Germany,DEU,2001,11.1706505
Germany,DEU,2002,10.952268
Germany,DEU,2003,10.893721
Germany,DEU,2004,10.677804
Germany,DEU,2005,10.577881
Germany,DEU,2006,10.849607
Germany,DEU,2007,10.407519
Germany,DEU,2008,10.560956
Germany,DEU,2009,9.760277
Germany,DEU,2010,10.227274
Germany,DEU,2011,9.949727
Germany,DEU,2012,10.060882
Germany,DEU,2013,10.263162
Germany,DEU,2014,9.739702
Germany,DEU,2015,9.757169
Germany,DEU,2016,9.642492
Germany,DEU,2017,9.441107
Germany,DEU,2018,9.116708
Germany,DEU,2019,8.494897
Germany,DEU,2020,7.7528024
Germany,DEU,2021,8.109928
Germany,DEU,2022,7.985512
Germany,DEU,2023,7.0510206
India,IND,1858,0.001630635
India,IND,1859,0.002622529
India,IND,1860,0.002641374
India,IND,1861,0.002035771
India,IND,1862,0.002245715
India,IND,1863,0.002481271
India,IND,1864,0.002338916
India,IND,1865,0.002291242
India,IND,1866,0.002577757
India,IND,1878,0.006954148
India,IND,1879,0.00661162
India,IND,1880,0.007376274
India,IND,1881,0.007152246
India,IND,1882,0.008483122
India,IND,1883,0.00935244
India,IND,1884,0.010376405
India,IND,1885,0.009273
India,IND,1886,0.010368174
India,IND,1887,0.011375812
India,IND,1888,0.012549144
India,IND,1889,0.014703918
India,IND,1890,0.016115645
India,IND,1891,0.017284762
India,IND,1892,0.018952932
India,IND,1893,0.01999356
India,IND,1894,0.020230243
India,IND,1895,0.025301976
India,IND,1896,0.027325615
India,IND,1897,0.029601838
India,IND,1898,0.03268272
India,IND,1899,0.035929587
India,IND,1900,0.042497184
India,IND,1901,0.04676396
India,IND,1902,0.051255062
India,IND,1903,0.051971376
India,IND,1904,0.05781762
India,IND,1905,0.058773577
India,IND,1906,0.067479804
India,IND,1907,0.074727364
India,IND,1908,0.08500604
India,IND,1909,0.08200695
India,IND,1910,0.07948412
India,IND,1911,0.08363586
India,IND,1912,0.09608166
India,IND,1913,0.105915904
India,IND,1914,0.10660639
India,IND,1915,0.1113691
India,IND,1916,0.11253865
India,IND,1917,0.11748533
India,IND,1918,0.13189174
India,IND,1919,0.14359692
India,IND,1920,0.11597921
India,IND,1921,0.12397458
India,IND,1922,0.12101957
India,IND,1923,0.12333363
India,IND,1924,0.13069953
India,IND,1925,0.1277203
India,IND,1926,0.12605053
India,IND,1927,0.13091344
India,IND,1928,0.12405647
India,IND,1929,0.12777013
India,IND,1930,0.1284197
India,IND,1931,0.116239466
India,IND,1932,0.10668871
India,IND,1933,0.10328146
India,IND,1934,0.11374881
India,IND,1935,0.117218636
India,IND,1936,0.1136144
India,IND,1937,0.1241089
India,IND,1938,0.136815
India,IND,1939,0.13263759
India,IND,1940,0.13995251
India,IND,1941,0.14319769
India,IND,1942,0.14351086
India,IND,1943,0.1259883
India,IND,1944,0.12979308
India,IND,1945,0.14496106
India,IND,1946,0.14425357
India,IND,1947,0.1479919
India,IND,1948,0.14916655
India,IND,1949,0.15787825
India,IND,1950,0.1764548
India,IND,1951,0.18091984
India,IND,1952,0.18632445
India,IND,1953,0.18563625
India,IND,1954,0.19122282
India,IND,1955,0.20321785
India,IND,1956,0.2056893
India,IND,1957,0.22556178
India,IND,1958,0.23044969
India,IND,1959,0.23826177
India,IND,1960,0.25533834
India,IND,1961,0.26962334
India,IND,1962,0.28993317
India,IND,1963,0.30427772
India,IND,1964,0.29106772
India,IND,1965,0.31358773
India,IND,1966,0.31827557
India,IND,1967,0.31187224
India,IND,1968,0.3330088
India,IND,1969,0.3323091
India,IND,1970,0.3329081
India,IND,1971,0.3439615
India,IND,1972,0.35590243
India,IND,1973,0.35836738
India,IND,1974,0.36153805
India,IND,1975,0.38312688
India,IND,1976,0.39105973
India,IND,1977,0.40412185
India,IND,1978,0.4013089
India,IND,1979,0.4116552
India,IND,1980,0.42439717
India,IND,1981,0.44758826
India,IND,1982,0.45172
India,IND,1983,0.4776402
India,IND,1984,0.4789657
India,IND,1985,0.5145839
India,IND,1986,0.5391612
India,IND,1987,0.5628946
India,IND,1988,0.59430265
India,IND,1989,0.6390376
India,IND,1990,0.668225
India,IND,1991,0.6961713
India,IND,1992,0.7258895
India,IND,1993,0.73450357
India,IND,1994,0.75870293
India,IND,1995,0.7918992
India,IND,1996,0.8407051
India,IND,1997,0.8587551
India,IND,1998,0.85972553
India,IND,1999,0.9253892
India,IND,2000,0.93243545
India,IND,2001,0.92821974
India,IND,2002,0.94036025
India,IND,2003,0.95606565
India,IND,2004,0.9980951
India,IND,2005,1.034569
India,IND,2006,1.1019762
India,IND,2007,1.1695087
India,IND,2008,1.2330484
India,IND,2009,1.3155314
India,IND,2010,1.348904
India,IND,2011,1.3992052
India,IND,2012,1.5060124
India,IND,2013,1.53963
India,IND,2014,1.6371113
India,IND,2015,1.6823632
India,IND,2016,1.7520503
India,IND,2017,1.7847193
India,IND,2018,1.886328
India,IND,2019,1.8810879
India,IND,2020,1.726452
India,IND,2021,1.8909733
India,IND,2022,1.9861934
India,IND,2023,2.129469
Japan,JPN,1868,0.000320871
Japan,JPN,1869,0.000532443
Japan,JPN,1870,0.000529794
Japan,JPN,1871,0.000737579
Japan,JPN,1872,0.000942473
Japan,JPN,1873,0.001144138
Japan,JPN,1874,0.016529704
Japan,JPN,1875,0.040327102
Japan,JPN,1876,0.03903576
Japan,JPN,1877,0.035634115
Japan,JPN,1878,0.050978925
Japan,JPN,1879,0.063095115
Japan,JPN,1880,0.063514106
Japan,JPN,1881,0.06478428
Japan,JPN,1882,0.06688372
Japan,JPN,1883,0.0715289
Japan,JPN,1884,0.07733513
Japan,JPN,1885,0.08683663
Japan,JPN,1886,0.09268413
Japan,JPN,1887,0.11401958
Japan,JPN,1888,0.1306304
Japan,JPN,1889,0.15664284
Japan,JPN,1890,0.16768903
Japan,JPN,1891,0.1997487
Japan,JPN,1892,0.19670391
Japan,JPN,1893,0.20682833
Japan,JPN,1894,0.26339594
Japan,JPN,1895,0.2892916
Japan,JPN,1896,0.3026436
Japan,JPN,1897,0.31426576
Japan,JPN,1898,0.39637116
Japan,JPN,1899,0.3929726
Japan,JPN,1900,0.43704188
Japan,JPN,1901,0.518305
Japan,JPN,1902,0.5492697
Japan,JPN,1903,0.56122357
Japan,JPN,1904,0.62492174
Japan,JPN,1905,0.636351
Japan,JPN,1906,0.6903917
Japan,JPN,1907,0.728403
Japan,JPN,1908,0.7725069
Japan,JPN,1909,0.77609915
Japan,JPN,1910,0.789576
Japan,JPN,1911,0.8758014
Japan,JPN,1912,0.96459967
Japan,JPN,1913,1.0503626
Japan,JPN,1914,1.1084434
Japan,JPN,1915,0.99746436
Japan,JPN,1916,1.0928257
Japan,JPN,1917,1.2434045
Japan,JPN,1918,1.3025132
Japan,JPN,1919,1.424043
Japan,JPN,1920,1.318704
Japan,JPN,1921,1.1705152
Japan,JPN,1922,1.2345562
Japan,JPN,1923,1.2937083
Japan,JPN,1924,1.333551
Japan,JPN,1925,1.3591632
Japan,JPN,1926,1.3499742
Japan,JPN,1927,1.4420434
Japan,JPN,1928,1.4682201
Japan,JPN,1929,1.4871978
Japan,JPN,1930,1.3324836
Japan,JPN,1931,1.1888456
Japan,JPN,1932,1.1746082
Japan,JPN,1933,1.3583847
Japan,JPN,1934,1.4858857
Japan,JPN,1935,1.5420762
Japan,JPN,1936,1.6722602
Japan,JPN,1937,1.772255
Japan,JPN,1938,1.8376632
Japan,JPN,1939,1.7589908
Japan,JPN,1940,2.0823512
Japan,JPN,1941,2.0727978
Japan,JPN,1942,1.9546081
Japan,JPN,1943,1.9648433
Japan,JPN,1944,1.7846761
Japan,JPN,1945,0.9722865
Japan,JPN,1946,0.6595026
Japan,JPN,1947,0.8642439
Japan,JPN,1948,1.0720428
Japan,JPN,1949,1.1819394
Japan,JPN,1950,1.1862228
Japan,JPN,1951,1.4053243
Japan,JPN,1952,1.4632609
Japan,JPN,1953,1.6153115
Japan,JPN,1954,1.5609264
Japan,JPN,1955,1.5367649
Japan,JPN,1956,1.7229395
Japan,JPN,1957,2.0007293
Japan,JPN,1958,1.9127765
Japan,JPN,1959,2.0175116
Japan,JPN,1960,2.4152505
Japan,JPN,1961,2.9123466
Japan,JPN,1962,2.9903045
Japan,JPN,1963,3.2868834
Japan,JPN,1964,3.5974417
Japan,JPN,1965,3.8345695
Japan,JPN,1966,4.1200213
Japan,JPN,1967,4.7580194
Japan,JPN,1968,5.396918
Japan,JPN,1969,6.199048
Japan,JPN,1970,7.2132244
Japan,JPN,1971,7.4073963
Japan,JPN,1972,7.8822284
Japan,JPN,1973,8.265285
Japan,JPN,1974,8.162709
Japan,JPN,1975,7.675496
Japan,JPN,1976,7.943522
Japan,JPN,1977,8.094621
Japan,JPN,1978,7.7636642
Japan,JPN,1979,8.144295
Japan,JPN,1980,8.014067
Japan,JPN,1981,7.818616
Japan,JPN,1982,7.538247
Japan,JPN,1983,7.373303
Japan,JPN,1984,7.8127036
Japan,JPN,1985,7.574667
Japan,JPN,1986,7.531289
Japan,JPN,1987,7.3983235
Japan,JPN,1988,8.039859
Japan,JPN,1989,8.306624
Japan,JPN,1990,9.379217
Japan,JPN,1991,9.43655
Japan,JPN,1992,9.477865
Japan,JPN,1993,9.387158
Japan,JPN,1994,9.792672
Japan,JPN,1995,9.860497
Japan,JPN,1996,9.936032
Japan,JPN,1997,9.855353
Japan,JPN,1998,9.518783
Japan,JPN,1999,9.7884865
Japan,JPN,2000,9.950524
Japan,JPN,2001,9.817633
Japan,JPN,2002,10.032543
Japan,JPN,2003,10.084455
Japan,JPN,2004,10.037062
Japan,JPN,2005,10.087269
Japan,JPN,2006,9.900958
Japan,JPN,2007,10.172689
Japan,JPN,2008,9.614812
Japan,JPN,2009,9.075358
Japan,JPN,2010,9.476892
Japan,JPN,2011,9.873785
Japan,JPN,2012,10.208827
Japan,JPN,2013,10.297997
Japan,JPN,2014,9.913243
Japan,JPN,2015,9.610615
Japan,JPN,2016,9.461973
Japan,JPN,2017,9.345512
Japan,JPN,2018,9.0020485
Japan,JPN,2019,8.725202
Japan,JPN,2020,8.237894
Japan,JPN,2021,8.449323
Japan,JPN,2022,8.261654
Japan,JPN,2023,7.950287
United Kingdom,GBR,1750,1.0019121
United Kingdom,GBR,1760,1.070363
United Kingdom,GBR,1770,1.2627987
United Kingdom,GBR,1780,1.4520383
United Kingdom,GBR,1790,1.7707893
United Kingdom,GBR,1800,2.9153564
United Kingdom,GBR,1801,2.8286498
United Kingdom,GBR,1802,2.7656965
United Kingdom,GBR,1803,2.5437405
United Kingdom,GBR,1804,2.4763212
United Kingdom,GBR,1805,2.5825114
United Kingdom,GBR,1806,2.695625
United Kingdom,GBR,1807,2.811327
United Kingdom,GBR,1808,2.8766963
United Kingdom,GBR,1809,2.915259
United Kingdom,GBR,1810,2.8722124
United Kingdom,GBR,1811,2.8188872
United Kingdom,GBR,1812,2.7279038
United Kingdom,GBR,1813,2.6192143
United Kingdom,GBR,1814,2.5276635
United Kingdom,GBR,1815,2.4391406
United Kingdom,GBR,1816,2.3177464
United Kingdom,GBR,1817,2.3279696
United Kingdom,GBR,1818,2.303634
United Kingdom,GBR,1819,2.1739373
United Kingdom,GBR,1820,2.0557053
United Kingdom,GBR,1821,2.0387487
United Kingdom,GBR,1822,2.0682518
United Kingdom,GBR,1823,2.1145442
United Kingdom,GBR,1824,2.1529691
United Kingdom,GBR,1825,2.1886015
United Kingdom,GBR,1826,2.1842163
United Kingdom,GBR,1827,2.2401965
United Kingdom,GBR,1828,2.2364638
United Kingdom,GBR,1829,2.234891
United Kingdom,GBR,1830,2.8095102
United Kingdom,GBR,1831,2.6452432
United Kingdom,GBR,1832,2.5387402
United Kingdom,GBR,1833,2.4873807
United Kingdom,GBR,1834,2.6161683
United Kingdom,GBR,1835,2.8411562
United Kingdom,GBR,1836,3.0594063
United Kingdom,GBR,1837,2.9013233
United Kingdom,GBR,1838,2.8080924
United Kingdom,GBR,1839,2.8675888
United Kingdom,GBR,1840,3.0363529
United Kingdom,GBR,1841,3.0412488
United Kingdom,GBR,1842,3.1750915
United Kingdom,GBR,1843,3.2955952
United Kingdom,GBR,1844,3.490339
United Kingdom,GBR,1845,3.7006795
United Kingdom,GBR,1846,3.5360403
United Kingdom,GBR,1847,3.7643142
United Kingdom,GBR,1848,4.0223227
United Kingdom,GBR,1849,4.3204474
United Kingdom,GBR,1850,4.489172
United Kingdom,GBR,1851,4.252994
United Kingdom,GBR,1852,4.2159934
United Kingdom,GBR,1853,4.167399
United Kingdom,GBR,1854,4.9915624
United Kingdom,GBR,1855,4.6457763
United Kingdom,GBR,1856,4.969304
United Kingdom,GBR,1857,4.8508296
United Kingdom,GBR,1858,4.7254786
United Kingdom,GBR,1859,5.21251
United Kingdom,GBR,1860,5.8072352
United Kingdom,GBR,1861,6.007872
United Kingdom,GBR,1862,5.7708826
United Kingdom,GBR,1863,6.086277
United Kingdom,GBR,1864,6.4942226
United Kingdom,GBR,1865,6.8250237
United Kingdom,GBR,1866,6.974182
United Kingdom,GBR,1867,7.1007743
United Kingdom,GBR,1868,6.907395
United Kingdom,GBR,1869,7.185026
United Kingdom,GBR,1870,7.273863
United Kingdom,GBR,1871,7.6345577
United Kingdom,GBR,1872,7.967353
United Kingdom,GBR,1873,8.189286
United Kingdom,GBR,1874,7.8809423
United Kingdom,GBR,1875,8.238478
United Kingdom,GBR,1876,8.144492
United Kingdom,GBR,1877,8.210754
United Kingdom,GBR,1878,7.9860015
United Kingdom,GBR,1879,7.9602866
United Kingdom,GBR,1880,8.59724
United Kingdom,GBR,1881,8.958958
United Kingdom,GBR,1882,8.960591
United Kingdom,GBR,1883,9.250244
United Kingdom,GBR,1884,8.935579
United Kingdom,GBR,1885,8.759362
United Kingdom,GBR,1886,8.611424
United Kingdom,GBR,1887,8.762649
United Kingdom,GBR,1888,9.038788
United Kingdom,GBR,1889,9.284015
United Kingdom,GBR,1890,9.419005
United Kingdom,GBR,1891,9.533845
United Kingdom,GBR,1892,9.25243
United Kingdom,GBR,1893,8.21112
United Kingdom,GBR,1894,9.315627
United Kingdom,GBR,1895,9.317141
United Kingdom,GBR,1896,9.494172
United Kingdom,GBR,1897,9.656031
United Kingdom,GBR,1898,9.589032
United Kingdom,GBR,1899,10.180933
United Kingdom,GBR,1900,10.215249
United Kingdom,GBR,1901,9.90617
United Kingdom,GBR,1902,10.200084
United Kingdom,GBR,1903,10.190824
United Kingdom,GBR,1904,10.149534
United Kingdom,GBR,1905,10.193703
United Kingdom,GBR,1906,10.467203
United Kingdom,GBR,1907,10.839091
United Kingdom,GBR,1908,10.481716
United Kingdom,GBR,1909,10.493224
United Kingdom,GBR,1910,10.50297
United Kingdom,GBR,1911,10.698935
United Kingdom,GBR,1912,10.082025
United Kingdom,GBR,1913,10.975125
United Kingdom,GBR,1914,10.597855
United Kingdom,GBR,1915,10.691779
United Kingdom,GBR,1916,11.030396
United Kingdom,GBR,1917,10.85709
United Kingdom,GBR,1918,10.07166
United Kingdom,GBR,1919,9.811919
United Kingdom,GBR,1920,10.318364
United Kingdom,GBR,1921,7.1308627
United Kingdom,GBR,1922,9.444493
United Kingdom,GBR,1923,10.033588
United Kingdom,GBR,1924,10.532615
United Kingdom,GBR,1925,9.965467
United Kingdom,GBR,1926,5.655135
United Kingdom,GBR,1927,10.448244
United Kingdom,GBR,1928,9.884894
United Kingdom,GBR,1929,10.408271
United Kingdom,GBR,1930,10.021771
United Kingdom,GBR,1931,9.352548
United Kingdom,GBR,1932,8.96392
United Kingdom,GBR,1933,8.869657
United Kingdom,GBR,1934,9.531863
United Kingdom,GBR,1935,9.610427
United Kingdom,GBR,1936,10.09914
United Kingdom,GBR,1937,10.368437
United Kingdom,GBR,1938,9.919003
United Kingdom,GBR,1939,9.903666
United Kingdom,GBR,1940,10.3948345
United Kingdom,GBR,1941,10.344048
United Kingdom,GBR,1942,10.161616
United Kingdom,GBR,1943,10.065381
United Kingdom,GBR,1944,10.015328
United Kingdom,GBR,1945,9.231059
United Kingdom,GBR,1946,9.4255495
United Kingdom,GBR,1947,9.810102
United Kingdom,GBR,1948,10.14036
United Kingdom,GBR,1949,10.181252
United Kingdom,GBR,1950,9.991659
United Kingdom,GBR,1951,10.829935
United Kingdom,GBR,1952,10.470209
United Kingdom,GBR,1953,10.649365
United Kingdom,GBR,1954,10.852213
United Kingdom,GBR,1955,11.273707
United Kingdom,GBR,1956,11.17351
United Kingdom,GBR,1957,11.048381
United Kingdom,GBR,1958,10.711639
United Kingdom,GBR,1959,10.466076
United Kingdom,GBR,1960,11.116029
United Kingdom,GBR,1961,11.130099
United Kingdom,GBR,1962,11.130091
United Kingdom,GBR,1963,11.246088
United Kingdom,GBR,1964,11.254874
United Kingdom,GBR,1965,11.444496
United Kingdom,GBR,1966,11.304241
United Kingdom,GBR,1967,10.769831
United Kingdom,GBR,1968,10.97902
United Kingdom,GBR,1969,11.33115
United Kingdom,GBR,1970,11.723551
United Kingdom,GBR,1971,11.815778
United Kingdom,GBR,1972,11.555548
United Kingdom,GBR,1973,11.738589
United Kingdom,GBR,1974,10.977119
United Kingdom,GBR,1975,10.730088
United Kingdom,GBR,1976,10.649713
United Kingdom,GBR,1977,10.758394
United Kingdom,GBR,1978,10.764709
United Kingdom,GBR,1979,11.464372
United Kingdom,GBR,1980,10.288091
United Kingdom,GBR,1981,9.955751
United Kingdom,GBR,1982,9.739092
United Kingdom,GBR,1983,9.683387
United Kingdom,GBR,1984,9.372823
United Kingdom,GBR,1985,9.886288
United Kingdom,GBR,1986,10.018232
United Kingdom,GBR,1987,10.049351
United Kingdom,GBR,1988,10.000497
United Kingdom,GBR,1989,10.170591
United Kingdom,GBR,1990,10.4927225
United Kingdom,GBR,1991,10.588317
United Kingdom,GBR,1992,10.288521
United Kingdom,GBR,1993,10.017321
United Kingdom,GBR,1994,9.896297
United Kingdom,GBR,1995,9.735405
United Kingdom,GBR,1996,10.0647545
United Kingdom,GBR,1997,9.62765
United Kingdom,GBR,1998,9.697672
United Kingdom,GBR,1999,9.545588
United Kingdom,GBR,2000,9.635275
United Kingdom,GBR,2001,9.748509
United Kingdom,GBR,2002,9.40991
United Kingdom,GBR,2003,9.555585
United Kingdom,GBR,2004,9.530167
United Kingdom,GBR,2005,9.412128
United Kingdom,GBR,2006,9.301154
United Kingdom,GBR,2007,9.09334
United Kingdom,GBR,2008,8.785364
United Kingdom,GBR,2009,7.904937
United Kingdom,GBR,2010,8.124633
United Kingdom,GBR,2011,7.3959785
United Kingdom,GBR,2012,7.62153
United Kingdom,GBR,2013,7.4175463
United Kingdom,GBR,2014,6.764833
United Kingdom,GBR,2015,6.461413
United Kingdom,GBR,2016,6.061766
United Kingdom,GBR,2017,5.837845
United Kingdom,GBR,2018,5.6886244
United Kingdom,GBR,2019,5.4350777
United Kingdom,GBR,2020,4.84416
United Kingdom,GBR,2021,5.091122
United Kingdom,GBR,2022,4.6030793
United Kingdom,GBR,2023,4.4428244
United States,USA,1800,0.042136
United States,USA,1801,0.043749023
United States,USA,1802,0.046463702
United States,USA,1803,0.04675338
United States,USA,1804,0.051547863
United States,USA,1805,0.05170035
United States,USA,1806,0.049647022
United States,USA,1807,0.055148073
United States,USA,1808,0.056223534
United States,USA,1809,0.05672419
United States,USA,1810,0.057195846
United States,USA,1811,0.05957973
United States,USA,1812,0.0625836
United States,USA,1813,0.06519789
United States,USA,1814,0.06802918
United States,USA,1815,0.070616506
United States,USA,1816,0.07547438
United States,USA,1817,0.079147205
United States,USA,1818,0.08329477
United States,USA,1819,0.0788342
United States,USA,1820,0.07940742
United States,USA,1821,0.08064995
United States,USA,1822,0.08181233
United States,USA,1823,0.08290245
United States,USA,1824,0.09074809
United States,USA,1825,0.09872902
United States,USA,1826,0.111148365
United States,USA,1827,0.11888613
United States,USA,1828,0.12727666
United States,USA,1829,0.13939415
United States,USA,1830,0.15767905
United States,USA,1831,0.16626401
United States,USA,1832,0.21589011
United States,USA,1833,0.2451494
United States,USA,1834,0.22857675
United States,USA,1835,0.28379282
United States,USA,1836,0.30255765
United States,USA,1837,0.33012334
United States,USA,1838,0.3045117
United States,USA,1839,0.3247494
United States,USA,1840,0.3359056
United States,USA,1841,0.34518078
United States,USA,1842,0.37302932
United States,USA,1843,0.40623948
United States,USA,1844,0.47249264
United States,USA,1845,0.5519618
United States,USA,1846,0.6075555
United States,USA,1847,0.6989572
United States,USA,1848,0.7553745
United States,USA,1849,0.79568434
United States,USA,1850,0.83870095
United States,USA,1851,1.0133029
United States,USA,1852,1.0699053
United States,USA,1853,1.1693825
United States,USA,1854,1.2480785
United States,USA,1855,1.394424
United States,USA,1856,1.4202958
United States,USA,1857,1.4139436
United States,USA,1858,1.3925428
United States,USA,1859,1.4731518
United States,USA,1860,1.5011375
United States,USA,1861,1.4090402
United States,USA,1862,1.4285618
United States,USA,1863,1.6126716
United States,USA,1864,1.6866376
United States,USA,1865,1.6529324
United States,USA,1866,1.6266301
United States,USA,1867,1.9555545
United States,USA,1868,2.1599026
United States,USA,1869,2.401964
United States,USA,1870,2.4715502
United States,USA,1871,2.524375
United States,USA,1872,3.0265274
United States,USA,1873,3.2694678
United States,USA,1874,3.0782638
United States,USA,1875,3.0432105
United States,USA,1876,2.912211
United States,USA,1877,3.1561265
United States,USA,1878,3.0182126
United States,USA,1879,3.5994267
United States,USA,1880,3.986088
United States,USA,1881,4.1242743
United States,USA,1882,4.517172
United States,USA,1883,4.764769
United States,USA,1884,4.911519
United States,USA,1885,4.885538
United States,USA,1886,5.0466657
United States,USA,1887,5.2776074
United States,USA,1888,6.2780514
United States,USA,1889,5.5148797
United States,USA,1890,6.468085
United States,USA,1891,6.7461
United States,USA,1892,6.9749255
United States,USA,1893,6.9034314
United States,USA,1894,6.3442984
United States,USA,1895,7.033352
United States,USA,1896,6.918819
United States,USA,1897,7.067037
United States,USA,1898,7.563029
United States,USA,1899,8.516529
United States,USA,1900,8.856599
United States,USA,1901,9.463163
United States,USA,1902,9.83929
United States,USA,1903,11.294751
United States,USA,1904,10.9292755
United States,USA,1905,11.993248
United States,USA,1906,12.352037
United States,USA,1907,14.090626
United States,USA,1908,12.090888
United States,USA,1909,13.149926
United States,USA,1910,14.104886
United States,USA,1911,13.743023
United States,USA,1912,14.455241
United States,USA,1913,15.308516
United States,USA,1914,13.795953
United States,USA,1915,14.121179
United States,USA,1916,15.469336
United States,USA,1917,16.785204
United States,USA,1918,17.309261
United States,USA,1919,14.442194
United States,USA,1920,16.730282
United States,USA,1921,13.506341
United States,USA,1922,13.424879
United States,USA,1923,17.478342
United States,USA,1924,15.423299
United States,USA,1925,15.735723
United States,USA,1926,16.812035
United States,USA,1927,16.192951
United States,USA,1928,15.685378
United States,USA,1929,16.603048
United States,USA,1930,14.58597
United States,USA,1931,12.289558
United States,USA,1932,10.321664
United States,USA,1933,10.991698
United States,USA,1934,11.621933
United States,USA,1935,11.991493
United States,USA,1936,13.672
United States,USA,1937,14.204154
United States,USA,1938,11.926593
United States,USA,1939,13.037762
United States,USA,1940,14.487894
United States,USA,1941,15.615902
United States,USA,1942,16.58958
United States,USA,1943,16.911407
United States,USA,1944,17.948437
United States,USA,1945,17.084375
United States,USA,1946,16.121332
United States,USA,1947,17.508738
United States,USA,1948,17.940481
United States,USA,1949,14.822593
United States,USA,1950,16.48146
United States,USA,1951,16.734978
United States,USA,1952,16.066198
United States,USA,1953,16.212685
United States,USA,1954,15.213387
United States,USA,1955,16.417036
United States,USA,1956,16.940592
United States,USA,1957,16.535189
United States,USA,1958,15.768463
United States,USA,1959,15.986401
United States,USA,1960,16.07168
United States,USA,1961,15.733178
United States,USA,1962,16.033813
United States,USA,1963,16.470348
United States,USA,1964,16.929379
United States,USA,1965,17.37532
United States,USA,1966,18.013338
United States,USA,1967,18.462694
United States,USA,1968,18.91976
United States,USA,1969,19.65487
United States,USA,1970,20.884323
United States,USA,1971,20.745802
United States,USA,1972,21.485434
United States,USA,1973,22.257154
United States,USA,1974,21.28936
United States,USA,1975,20.437992
United States,USA,1976,21.468273
United States,USA,1977,21.902563
United States,USA,1978,21.924551
United States,USA,1979,22.010122
United States,USA,1980,20.92102
United States,USA,1981,20.183939
United States,USA,1982,18.959597
United States,USA,1983,18.69184
United States,USA,1984,19.47947
United States,USA,1985,19.251644
United States,USA,1986,19.11719
United States,USA,1987,19.605083
United States,USA,1988,20.334122
United States,USA,1989,20.474888
United States,USA,1990,20.21111
United States,USA,1991,19.740822
United States,USA,1992,19.931076
United States,USA,1993,20.076859
United States,USA,1994,20.206358
United States,USA,1995,20.227972
United States,USA,1996,20.722765
United States,USA,1997,20.800028
United States,USA,1998,20.763779
United States,USA,1999,20.81858
United States,USA,2000,21.351597
United States,USA,2001,20.781439
United States,USA,2002,20.712757
United States,USA,2003,20.731209
United States,USA,2004,20.877535
United States,USA,2005,20.736685
United States,USA,2006,20.26138
United States,USA,2007,20.308895
United States,USA,2008,19.395718
United States,USA,2009,17.79321
United States,USA,2010,18.259064
United States,USA,2011,17.656881
United States,USA,2012,16.852184
United States,USA,2013,17.119564
United States,USA,2014,17.110548
United States,USA,2015,16.485851
United States,USA,2016,15.957657
United States,USA,2017,15.689611
United States,USA,2018,16.050419
United States,USA,2019,15.578152
United States,USA,2020,13.889587
United States,USA,2021,14.793602
United States,USA,2022,14.870761
United States,USA,2023,14.299026
